> Bordering
11741888.308471756	1707784.852169058
11760619.126286114	1878408.7028276143
11734065.062266039	1725711.3468889256
11817058.452380456	1665823.4571760423
11777787.344587058	1456904.8659134107
11917135.67126912	1401736.4180985752
12011350.486071277	1545782.9564429105
12122805.137347205	1788137.5911988786
12164636.625257716	1987891.170648423
12346021.6587692	2075731.4134265813
12405128.040628936	2231642.243368602
12227928.168616489	2370288.4086208455
12037411.06093336	2338165.996957567
11972510.618714541	2452851.1695214426
11765646.511458723	2439167.2487795153
11776633.053582698	2132679.3724912726
11558979.423282592	2109397.1134802387
11446043.953962559	2030102.6108400098
11329471.767788043	2114876.863510081
11527283.410967438	2377475.807704294
11519304.082254348	2574912.5273529533
11629793.206860783	2855831.3175201295
11609430.352809254	3142431.1397065767
11231391.811434766	3094048.581818664
10887184.913998364	3257729.3350335
10497080.857721746	3307228.2354489556
10148333.813179865	3260198.8630113853
9904176.502713468	3372141.071355539
9878861.324783627	3599595.4506615824
9658341.520171735	3585602.2593660103
9500613.549200376	3431117.12260907
9223463.86942469	3531294.957515759
8948645.503922105	3635207.098366458
8919990.20094112	3817047.5172755127
8494502.69084985	4032973.4501796304
7956428.566886101	4176762.6757311635
7452401.876463889	4276483.845567213
6963788.133488977	4456765.181386368
6494737.613539063	4575328.865199202
6230767.360938965	4753703.917782741
6018974.371370566	4745899.157698059
5993165.213753162	4876172.641379096
5790322.451212335	4833274.454620799
5418025.9436384	4876166.66531023
5172384.063510327	4938240.653029683
5042324.384997882	4775574.052283982
5010261.910952537	4733003.230632014
4895689.211490426	4762546.914245778
4896064.975634875	4936796.324008901
4973872.255735454	5007704.368683367
4706876.910035794	5159031.482331356
4599548.415791234	5143898.569450456
4299250.032968223	5013686.825289517
4113289.8886403106	4857223.079463743
4051243.7363917325	4737113.622606384
4137507.5804133643	4522338.160636998
4222673.086872243	4258598.689230705
4326970.775897728	4108345.376800819
4366244.520598266	3946255.9568806076
4305688.540089463	3649536.718682423
4170746.507530619	3426883.9021103014
4026529.29877174	3396546.1185004427
3851299.5987422257	3383488.6949102613
3711224.318656683	3327575.594550363
3523883.507485468	3281131.7360806325
3511936.097830721	3370605.5165917873
3575143.8135210625	3437030.179944574
3512546.131742088	3537273.2036186284
3418748.8976840046	3588673.449088203
3389810.9343723753	3667258.6274335426
3364486.5258327294	3813492.353035644
3267143.418709296	3899782.9326339774
3160436.9559758855	3920969.207747129
3199196.323066579	4017360.348984864
3088356.445186027	4037217.887710583
3053094.840168614	3901383.6165788965
2953803.7158209924	3739661.794546994
2895024.702461235	3646294.5905985744
2884274.431555741	3563622.647897654
2955284.3325406215	3542742.6163641466
2973313.4150644126	3430638.867051301
2966110.551765045	3332192.7185475677
3006469.6005632435	3253915.976551146
3065911.9387912024	3221149.6519347695
3101224.955079156	3148625.864352504
3121516.32123875	3130467.3013122766
3158858.878001844	3046097.737732148
3174394.6352667073	2962126.269326341
3152743.1907909825	2893521.70315509
3123975.88373203	2853822.300218183
3119417.4338328876	2816972.19750313
3102284.6273739235	2758119.240956187
3123965.5734980744	2717849.9620364634
3123093.5071969763	2620156.8122273223
3107045.6869252203	2590506.0719953403
3040272.842432268	2614079.54447462
2983241.5593652073	2718779.8176304623
2902487.9118038844	2836105.255518134
2909379.293106713	2888162.3646544474
2876859.186649106	2971908.3167367456
2890827.2670411435	3057077.7161550694
2872579.2047449	3122737.3850746155
2906648.8077381463	3192623.8700379543
2897264.227662586	3242892.1261627693
2867978.9241917273	3294416.8887831448
2864486.4152326295	3351078.118095287
2824026.0325872446	3425365.9503767383
2784695.147523374	3488408.897250889
2752682.0319889514	3430038.6175118866
2746229.295226167	3493538.2913458273
2772716.929031888	3558150.5120146824
2827341.1205557333	3657172.556231395
2833221.130368237	3743352.6638623686
2885008.9849008173	3825546.1016311366
2857991.3622199004	3902279.0698366715
2887884.4471155736	4032547.485867144
2847315.531242874	4103057.0645293845
2823273.8480295516	4257788.068754073
2812253.548918958	4423074.74125748
2761259.9817948104	4534874.329495848
2676359.219366902	4471042.546045856
2535352.6376345083	4383970.125413756
2468649.576369406	4395914.043448059
2395600.139697861	4424543.271889378
2433611.564694753	4578374.896118336
2402816.4526352314	4695703.520651495
2295582.063345844	4834922.6572744055
2305452.0162622645	4882704.820353898
2232750.573097228	4890746.774287889
2133680.638641652	4982049.414096083
2089083.6350054191	5042078.456988001
2070576.5482551917	5105047.709920358
2036066.6399350562	5161409.443882753
1971194.9432766188	5224051.837037834
1864264.550073819	5204315.500486492
1886220.688273114	5156343.873106277
1865432.594658983	5081175.857211524
1812650.6575447898	5095216.70189778
1801248.1171195668	5070064.040282722
1767214.413275037	5076113.752949634
1722588.863814771	5077118.259508394
1716502.9518277976	5031235.047677641
1643218.668356324	5016561.074103924
1519423.328468469	4964241.872912671
1543298.6183706473	4882907.175007528
1501685.378091829	4807641.185465544
1371883.505805968	4708681.297811252
1285604.2654371848	4569195.380440905
1225250.2569977443	4494649.538518284
1143389.6570604527	4416163.0048309
1150204.2229600889	4372421.101283303
1108437.1022346853	4342180.239234957
1032768.0157953474	4296461.298360056
992162.4679974496	4285187.886817674
976316.4080155758	4212134.251996443
1010198.1802360883	4098126.296530809
1023410.806294586	4025053.141194116
995651.4599857117	3937967.302976998
1008018.7853575868	3791670.5253303275
964813.720450598	3784202.026275016
931781.3335530593	3717273.6761908308
958890.3550316991	3691538.103746126
885479.968118402	3662973.193228807
861858.6827991026	3605596.7195491376
831035.3065167952	3580267.986874452
749613.7619857341	3649704.657261323
701853.1644852632	3759098.119141172
661803.6813022172	3837419.424655307
628887.4068550657	3872326.4108373714
575598.5177335073	3944554.56862179
539857.9584138022	4043564.5493977824
517320.4443907299	4092451.9980071713
423813.5426990922	4191572.0972703504
356869.5992641526	4343911.316565382
307921.61550549	4444054.441328265
282063.2984851621	4544788.018161561
245191.57391217301	4618738.109830262
146362.4035607766	4537553.536665419
89830.19143084977	4532195.741730027
-36867.355237494354	4600827.134593907
-9834.671646361778	4640751.427559596
-41674.98368571033	4665448.763851183
-149904.35066498318	4705438.107005663
-209767.24376922063	4707849.7760090595
-250309.89281140914	4757122.245992224
-326181.49004712154	4797574.076702063
-450326.20205405244	4737626.433919769
-561696.8453430652	4697219.580038919
-653560.8230654097	4653725.109596193
-786655.9756045112	4632523.667423749
-864048.2278476332	4624319.504625057
-940633.4711532133	4608171.322958839
-999030.1348077611	4686054.991514769
-1034152.7824999564	4687684.001937458
-1078439.3078695354	4657475.488408707
-1130175.2029256194	4600847.375233666
-1214966.0716669613	4597150.140611627
-1296470.7211400457	4628376.87146522
-1362680.60859396	4627012.378027319
-1426857.3675435774	4677787.645117262
-1505054.7356266382	4753339.259017838
-1533138.2805286604	4730276.518510758
-1579405.5030453072	4739050.305964327
-1591828.2969267734	4704213.270147868
-1628286.9936902036	4694759.221665151
-1605049.7996568878	4669186.247665091
-1604802.7940483172	4651763.570396462
-1567377.559176783	4607359.524523239
-1523393.856095661	4557086.052347153
-1488281.4685957262	4551886.839087438
-1469662.6889718715	4531622.292136766
-1418342.3721341859	4517284.938043887
-1405094.5987007152	4490483.470835031
-1403581.0170297248	4465812.439591816
-1388196.1647619414	4445631.144434176
-1364184.117424922	4432507.271558241
-1348625.0005817444	4412982.881972915
-1333924.778482441	4399396.171490658
-1354318.061552864	4447440.667970593
-1349684.1770942	4488734.769252474
-1335325.80628376	4501788.6998727815
-1309360.4830736092	4486680.903435156
-1294871.105002256	4447036.368389075
-1295147.0720817125	4402505.595570922
-1274871.9450436297	4380386.380668106
-1264847.369559425	4387290.658774246
-1256501.560029801	4369374.753078986
-1210966.1043422834	4395990.304393875
-1158324.1184997684	4411130.073932584
-1119438.0871270853	4421548.066053094
-1091406.3175242431	4482794.778408771
-1059029.2402830033	4543641.193393641
-1033672.5088294861	4600955.942646702
-1023515.3598792839	4631591.296012443
-1013437.2525571705	4628212.215799542
-1009236.0668155571	4596798.76078145
-1013147.8108854144	4581066.781563453
-985392.4433942586	4528221.232638997
-940333.1186585416	4489633.207215827
-895589.1766376069	4475863.963896674
-844564.7130496298	4482253.696569465
-801327.6100828699	4481921.858498155
-758207.4846663071	4450434.318477986
-732703.284374053	4432272.298791116
-705922.670089259	4430679.74377801
-701029.0168255128	4414573.557817934
-712207.9780254976	4364293.348577941
-716803.0685718815	4340994.871330592
-738072.6253376171	4309783.625403276
-748592.1740682522	4253962.295237868
-779781.7485935778	4248853.2091924995
-788665.6413336194	4228104.165656894
-789068.6829926874	4189574.7978373347
-767757.9016828713	4145242.6689619482
-771620.2805028594	4134944.8454014533
-802095.011741036	4126704.732453332
-836041.9192450746	4089487.025871376
-833271.1623799226	4054246.123251233
-844350.9130325824	4035717.3189795064
-885165.3102092063	4025266.557052845
