> #PAC_Juan de Fuca	
346.616	-15.688
346.761	-16.212
346.230	-16.323
345.698	-16.433
345.762	-16.764
345.631	-16.777
345.776	-17.386
345.921	-17.995
346.481	-17.893
347.040	-17.790
347.140	-18.287
347.241	-18.785
347.523	-18.747
347.630	-19.341
347.737	-19.935
348.055	-19.825
348.148	-20.278
348.029	-20.299
348.237	-21.176
347.993	-21.209
348.151	-21.735
348.064	-21.752
348.181	-22.153
347.636	-22.267
347.090	-22.379
347.149	-22.630
346.660	-22.730
346.171	-22.829
346.336	-23.544
346.430	-23.514
346.574	-24.146
346.720	-24.777
346.189	-24.887
346.337	-25.648
345.951	-25.738
346.184	-26.586
346.310	-26.564
346.518	-27.443
346.728	-28.321
347.254	-28.213
347.467	-28.941
346.738	-29.098
346.010	-29.251
346.180	-29.851
346.284	-29.828
346.457	-30.491
346.633	-31.157
346.501	-31.179
346.629	-31.661
346.755	-32.143
346.117	-32.275
345.477	-32.400
345.554	-32.898
345.633	-33.499
345.298	-33.569
345.485	-34.043
344.726	-34.238
344.917	-34.690
344.734	-34.770
344.900	-35.182
343.973	-35.343
343.038	-35.499
342.297	-35.663
342.581	-36.068
342.915	-36.472
342.560	-36.562
342.667	-36.944
342.767	-37.374
342.467	-37.472
342.612	-38.025
342.949	-38.447
343.201	-38.401
343.639	-38.558
343.956	-38.883
344.035	-39.352
344.078	-39.681
343.585	-39.790
343.530	-40.273
343.133	-40.366
343.183	-40.790
343.256	-41.176
343.322	-41.519
343.668	-41.806
343.785	-42.338
343.570	-42.868
343.670	-43.387
343.756	-43.683
343.914	-44.132
344.076	-44.580
344.240	-45.028
344.406	-45.476
345.106	-45.371
345.285	-45.898
346.190	-45.797
346.429	-46.688
346.675	-47.578
347.390	-47.471
348.102	-47.361
348.811	-47.245
349.517	-47.126
349.704	-47.649
349.896	-48.172
350.091	-48.694
350.290	-49.216
351.078	-49.091
351.861	-48.961
351.978	-49.283
352.039	-49.270
352.362	-50.059
352.567	-50.001
352.841	-50.610
353.840	-50.417
354.831	-50.216
355.057	-50.675
355.287	-51.133
355.522	-51.591
355.762	-52.049
356.044	-51.979
356.553	-52.764
357.080	-53.547
357.628	-54.327
358.618	-54.053
359.085	-54.453
> #NA_AF	
313.234	15.451
313.352	16.019
313.471	16.587
313.411	16.607
313.502	17.087
313.593	17.566
313.480	17.588
313.609	18.422
313.682	18.421
313.776	18.935
313.816	18.932
313.907	19.377
313.999	19.823
314.060	19.802
314.226	20.618
314.443	20.596
314.581	21.222
314.485	21.247
314.615	21.822
314.752	21.806
314.843	22.390
314.934	22.973
314.976	22.963
315.076	23.646
314.301	23.784
313.524	23.917
313.804	24.597
313.881	24.590
314.208	25.254
314.501	25.192
314.704	25.637
314.908	26.081
315.101	26.055
315.184	26.270
315.133	26.280
315.313	26.767
315.494	27.254
315.617	27.236
315.797	27.671
315.978	28.107
316.058	28.105
316.437	28.811
316.517	28.802
316.912	29.469
316.963	29.471
317.271	30.070
317.864	29.973
318.214	30.606
318.570	31.237
318.816	31.194
319.290	31.817
319.447	31.802
319.871	32.444
320.300	33.084
320.414	33.067
320.601	33.768
321.403	33.637
322.202	33.501
322.322	33.736
322.467	33.705
322.664	34.136
322.755	34.124
322.954	34.567
323.138	34.554
323.215	34.712
323.377	34.693
323.627	35.280
324.442	35.148
325.254	35.010
325.541	35.625
325.665	35.616
325.858	36.079
325.943	36.071
326.018	36.221
326.228	36.185
326.405	36.742
326.687	36.691
326.775	36.941
326.995	36.916
327.057	37.065
327.292	37.033
327.354	37.176
327.605	37.137
327.717	37.391
328.484	37.282
328.629	37.705
328.929	37.680
329.395	38.403
329.570	38.388
329.829	38.888
330.091	39.387
> #NA_EUR	
330.391	39.993
330.387	40.033
330.420	40.079
330.412	40.106
330.344	40.107
330.360	40.208
330.369	40.285
330.402	40.383
330.431	40.470
330.423	40.549
330.440	40.599
330.654	40.570
330.700	40.705
330.722	40.871
330.744	40.985
330.758	41.126
330.771	41.215
330.678	41.247
330.708	41.385
330.755	41.520
330.794	41.683
330.800	41.800
330.838	41.910
330.739	41.929
330.758	42.083
330.755	42.175
330.777	42.237
330.777	42.289
330.565	42.291
330.608	42.413
330.630	42.527
330.661	42.613
330.682	42.674
330.679	42.715
330.628	42.724
330.651	42.838
330.673	42.951
330.683	43.028
330.683	43.081
330.826	43.080
330.909	43.208
330.992	43.389
331.066	43.493
331.115	43.628
331.160	43.698
331.204	43.768
331.476	43.768
331.487	43.845
331.519	43.931
331.517	44.023
331.545	44.096
331.564	44.145
331.565	44.198
331.633	44.184
331.680	44.307
331.718	44.405
331.743	44.518
331.785	44.628
331.832	44.750
331.856	44.812
331.858	44.864
331.894	44.909
331.843	44.920
331.861	44.968
331.885	45.030
331.900	45.066
331.924	45.127
332.006	45.098
332.012	45.163
332.014	45.215
332.021	45.280
332.028	45.344
332.063	45.337
332.065	45.390
332.062	45.430
332.076	45.466
332.129	45.456
332.138	45.480
332.136	45.521
332.123	45.536
332.175	45.526
332.205	45.599
332.227	45.700
332.241	45.829
332.261	45.878
332.301	45.883
332.303	45.936
332.323	45.985
332.398	45.983
332.415	46.072
332.428	46.149
332.435	46.213
332.488	46.203
332.511	46.304
332.513	46.356
332.528	46.485
332.554	46.638
332.556	46.691
332.564	46.755
332.622	46.757
332.623	46.849
332.653	46.922
332.666	46.999
332.618	47.114
332.559	47.205
332.526	47.264
332.539	47.341
332.542	47.393
332.536	47.473
332.557	47.522
332.552	47.602
332.537	47.658
332.436	47.651
332.410	47.775
332.378	47.886
332.365	47.994
332.346	48.090
332.296	48.205
332.288	48.325
332.269	48.421
332.251	48.517
332.240	48.585
332.111	48.609
331.989	48.605
331.965	48.688
331.913	48.803
331.838	48.909
331.794	48.996
331.737	49.099
331.683	49.161
331.647	49.220
331.574	49.286
331.548	49.369
331.514	49.481
331.455	49.583
331.438	49.639
331.282	49.653
331.182	49.657
331.131	49.731
331.105	49.815
331.040	49.905
331.013	49.988
331.005	50.068
330.978	50.152
330.874	50.195
330.802	50.221
330.678	50.320
330.573	50.416
330.492	50.469
330.463	50.500
330.338	50.598
330.232	50.694
330.169	50.743
330.125	50.790
330.091	50.861
330.058	50.931
330.018	50.990
330.024	51.107
329.999	51.254
330.004	51.424
329.999	51.620
329.994	51.765
329.989	51.857
329.964	51.953
329.974	52.030
329.624	52.057
329.193	52.095
328.942	52.105
328.732	52.109
328.747	52.263
328.735	52.343
328.743	52.420
328.418	52.465
328.134	52.504
327.946	52.516
327.641	52.556
327.351	52.581
327.143	52.595
326.980	52.615
326.665	52.628
326.288	52.648
325.826	52.663
325.428	52.682
325.075	52.708
325.116	52.704
324.989	52.704
324.862	52.705
324.844	52.861
324.839	52.990
324.816	53.134
324.817	53.210
324.675	53.238
324.718	53.388
324.743	53.475
324.754	53.512
324.548	53.546
324.605	53.668
324.673	53.828
324.730	53.951
324.799	54.111
324.853	54.220
324.879	54.308
324.687	54.327
324.512	54.331
324.588	54.516
324.635	54.678
324.711	54.786
324.726	54.913
324.788	54.971
324.661	54.996
324.749	55.141
324.827	55.326
324.920	55.484
325.028	55.691
325.099	55.774
325.123	55.848
325.362	55.812
325.380	55.939
325.442	56.061
325.490	56.210
325.507	56.337
325.540	56.436
325.560	56.499
325.654	56.502
325.679	56.577
325.753	56.659
325.782	56.746
325.928	56.739
325.957	56.780
325.996	56.827
326.022	56.902
326.204	56.883
326.318	56.871
326.413	56.875
326.434	57.001
326.465	57.088
326.491	57.162
326.503	57.264
326.623	57.265
326.797	57.285
326.930	57.451
326.990	57.548
327.036	57.608
327.082	57.667
327.194	57.642
327.292	57.773
327.381	57.880
327.508	57.957
327.528	58.006
327.720	57.998
327.877	58.148
328.017	58.249
328.128	58.340
328.200	58.397
328.255	58.468
328.444	58.447
328.573	58.574
328.697	58.690
328.822	58.805
328.961	58.892
329.023	58.976
329.209	58.941
329.353	59.092
329.547	59.238
329.694	59.390
329.837	59.529
329.957	59.618
330.150	59.751
330.364	59.868
330.493	59.969
330.770	60.170
330.880	60.270
330.970	60.340
331.070	60.330
331.170	60.420
331.360	60.570
331.590	60.700
331.810	60.850
331.980	60.960
332.150	61.070
332.420	61.250
332.610	61.400
332.770	61.530
332.970	61.670
333.230	61.830
333.470	61.940
333.690	62.110
333.890	62.240
334.120	62.380
334.360	62.500
334.550	62.620
334.690	62.610
334.840	62.710
334.960	62.800
335.110	62.920
335.280	62.990
335.480	63.110
335.740	63.230
335.990	63.360
336.260	63.470
336.510	63.570
336.670	63.650
336.940	63.650
337.130	63.770
337.460	63.840
337.930	63.920
338.700	64.070
339.270	64.020
339.900	63.950
340.760	63.860
340.960	63.990
341.370	64.180
342.180	64.490
342.630	64.740
342.860	65.000
342.970	65.380
343.140	65.680
343.340	65.940
343.490	66.200
342.280	66.370
342.530	66.690
341.750	66.780
341.880	66.930
340.900	67.060
341.240	67.440
341.510	67.740
341.780	68.070
342.170	68.400
342.610	68.700
342.850	68.870
343.510	68.810
343.740	69.040
343.970	69.270
344.280	69.550
344.284	69.550
344.575	69.840
344.976	70.169
345.266	70.389
345.552	70.354
345.763	70.517
345.964	70.726
346.108	70.816
346.604	70.772
347.095	70.698
347.745	70.563
347.991	70.706
348.331	70.876
348.644	71.052
348.135	71.147
347.641	71.252
347.894	71.396
348.286	71.588
348.630	71.774
349.644	71.615
350.607	71.456
352.059	71.217
352.625	71.125
353.100	71.282
353.667	71.387
354.083	71.465
354.301	71.540
354.843	71.431
355.259	71.333
355.640	71.432
355.928	71.491
356.308	71.398
357.063	71.500
357.601	71.592
358.257	71.685
359.025	71.815
359.608	71.910
>	
0.281	72.015
0.901	72.134
1.991	72.328
2.781	72.433
3.609	72.580
4.300	72.697
4.970	72.821
5.586	72.924
6.055	73.019
6.782	73.145
7.071	73.203
7.391	73.252
7.791	73.371
8.150	73.427
8.386	73.485
8.652	73.534
8.838	73.628
8.957	73.706
9.037	73.758
9.140	73.882
9.203	73.979
9.208	74.096
9.153	74.233
9.133	74.377
8.984	74.543
8.781	74.763
8.630	74.946
8.460	75.076
8.212	75.188
7.946	75.382
7.842	75.527
7.603	75.729
7.593	75.981
7.515	76.117
7.480	76.279
7.557	76.431
7.563	76.602
7.615	76.799
7.622	76.969
7.672	77.148
7.809	77.479
7.880	77.712
7.771	77.911
7.827	78.090
7.785	78.235
6.776	78.444
5.592	78.641
4.691	78.806
3.857	78.950
3.432	79.030
3.901	79.228
4.390	79.533
3.296	79.658
2.378	79.780
1.487	79.909
0.628	80.026
>	
359.749	80.142
359.031	80.213
358.234	80.309
357.659	80.370
358.316	80.625
357.058	80.756
356.636	80.792
357.221	80.993
357.586	81.126
356.546	81.251
355.359	81.370
355.848	81.552
356.091	81.620
354.967	81.913
355.463	82.050
356.204	82.290
356.300	82.328
354.990	82.519
354.135	82.691
352.788	82.868
353.766	83.000
354.846	83.249
355.852	83.430
356.796	83.570
357.637	83.690
358.794	83.864
359.531	83.996
>	
0.405	84.102
1.301	84.223
2.235	84.343
3.024	84.462
3.848	84.561
4.035	84.597
4.508	84.570
5.177	84.632
6.665	84.762
8.134	84.898
8.938	85.009
9.809	84.958
10.659	85.067
11.704	85.137
13.242	85.281
14.666	85.380
16.063	85.485
17.890	85.591
19.285	85.684
21.343	85.799
23.347	85.817
25.383	85.859
27.427	85.867
28.143	85.874
29.229	85.810
30.972	85.908
33.340	86.053
35.607	86.161
38.301	86.291
41.756	86.432
43.479	86.496
46.314	86.561
46.063	86.598
47.523	86.641
50.770	86.706
54.561	86.746
58.018	86.787
61.506	86.805
62.463	86.755
66.544	86.655
66.301	86.606
69.752	86.472
68.208	86.306
70.926	86.203
72.984	86.106
75.029	85.989
76.326	85.917
78.403	85.768
81.103	85.639
83.143	85.556
84.802	85.500
86.802	85.418
88.486	85.346
89.980	85.296
92.313	85.229
94.155	85.155
95.839	85.102
97.273	85.028
98.568	84.960
99.444	84.911
102.918	84.664
103.943	84.578
105.302	84.485
106.759	84.369
107.709	84.295
108.939	84.194
109.727	84.110
110.959	83.965
111.974	83.824
112.843	83.674
113.723	83.512
114.558	83.321
115.258	83.151
115.793	83.014
116.582	82.740
117.171	82.539
117.755	82.298
119.100	82.087
119.984	81.595
121.004	81.115
121.898	80.643
122.639	80.206
123.408	79.759
125.188	78.990
125.679	78.133
> #ANT_SA	
359.560	-54.852
358.960	-55.019
358.390	-55.129
358.390	-55.653
357.920	-55.657
357.100	-55.707
356.280	-55.740
355.940	-55.769
355.310	-55.807
355.330	-56.210
355.310	-56.592
354.550	-56.627
353.940	-56.672
353.910	-56.982
353.870	-57.240
353.460	-57.270
353.000	-57.318
352.990	-57.617
352.990	-57.869
352.480	-57.920
351.390	-57.989
350.120	-58.091
348.810	-58.158
347.350	-58.241
346.050	-58.317
344.930	-58.390
344.030	-58.439
344.000	-58.459
343.770	-58.767
343.590	-59.098
343.080	-59.098
342.330	-59.129
341.940	-59.153
341.880	-59.509
341.570	-59.542
341.450	-59.938
341.350	-60.250
340.630	-60.289
340.420	-60.811
339.350	-60.782
338.280	-60.744
337.090	-60.723
335.890	-60.692
334.910	-60.545
> #Phillippine_Caroline	
133.989	6.333
133.674	6.156
133.429	5.962
133.308	5.734
133.240	5.349
133.189	5.016
133.032	4.788
132.911	4.454
132.790	4.120
132.740	3.698
132.795	3.312
132.850	2.908
132.817	2.539
132.766	2.257
132.734	1.728
132.720	1.165
132.651	0.812
132.515	0.017
>	
330.230	39.400
330.670	39.315
330.700	39.255
330.740	39.250
330.810	39.279
330.850	39.294
330.910	39.323
330.950	39.338
331.020	39.366
331.050	39.379
331.110	39.412
331.150	39.373
331.220	39.299
331.260	39.263
331.310	39.214
331.330	39.179
331.380	39.121
331.430	39.130
331.520	39.156
331.550	39.134
331.580	39.093
331.600	39.058
331.640	39.020
331.660	38.993
331.710	38.939
331.790	38.952
331.880	38.968
331.940	38.983
332.050	39.004
332.210	39.000
332.280	38.942
332.320	38.914
332.390	38.863
332.440	38.836
332.520	38.782
332.760	38.780
332.800	38.700
332.830	38.666
332.870	38.607
332.910	38.571
332.970	38.491
332.990	38.464
333.060	38.400
333.100	38.360
333.170	38.278
333.280	38.420
333.350	38.358
333.390	38.324
333.470	38.255
333.510	38.222
333.580	38.149
333.620	38.116
333.700	38.047
333.830	38.036
333.930	37.965
333.960	37.936
334.080	37.839
334.190	37.878
334.270	37.816
334.300	37.790
334.370	37.722
334.460	37.818
334.540	37.752
334.570	37.718
334.650	37.663
334.730	37.769
334.900	37.646
335.020	37.644
335.070	37.609
335.110	37.584
335.160	37.552
335.180	37.533
335.230	37.500
335.270	37.467
335.330	37.411
335.300	37.352
335.260	37.273
335.250	37.217
335.320	37.127
335.370	37.095
335.450	37.017
335.500	36.971
335.570	36.910
335.620	36.863
335.690	36.792
335.750	36.781
335.850	36.789
335.950	36.755
336.430	36.646
>	
59.410	14.895
59.034	15.088
58.589	14.646
58.213	14.916
57.984	14.599
57.476	14.662
57.001	14.660
56.265	14.623
>	
330.510	-55.033
330.290	-55.204
330.190	-55.327
330.210	-55.501
330.230	-55.605
330.180	-55.683
329.680	-55.754
329.670	-55.863
329.670	-55.949
329.670	-56.052
329.680	-56.134
329.670	-56.290
329.620	-56.443
329.280	-56.449
329.270	-56.511
329.260	-56.570
329.260	-56.859
329.530	-56.851
329.620	-57.094
329.870	-57.095
329.930	-57.599
330.150	-57.598
330.160	-58.262
329.990	-58.272
330.050	-58.805
330.440	-58.817
330.450	-59.514
329.890	-59.515
329.970	-59.937
330.120	-60.174
330.400	-60.435
331.320	-60.459
332.300	-60.467
332.300	-60.617
333.110	-60.506
333.930	-60.391
>	
305.700	-61.510
306.880	-61.037
307.930	-60.753
308.880	-60.572
309.110	-60.094
310.400	-60.044
311.750	-59.968
313.040	-59.960
314.400	-60.091
315.770	-60.243
>	
176.184	-16.552
176.179	-16.670
176.148	-16.816
176.106	-16.965
176.065	-17.090
176.036	-17.239
175.986	-17.541
175.973	-17.804
176.336	-17.823
176.342	-18.038
176.300	-18.140
176.244	-18.243
176.215	-18.319
176.212	-18.611
176.136	-18.732
176.061	-18.895
175.975	-19.022
175.922	-19.080
175.900	-19.162
175.885	-19.327
175.839	-19.445
175.772	-19.547
175.559	-19.755
175.574	-19.976
175.590	-20.189
175.828	-20.629
176.121	-21.166
>	
151.654	-9.760
151.834	-9.761
151.838	-9.906
151.918	-9.930
152.024	-9.942
152.086	-9.944
152.214	-9.945
152.223	-10.039
152.413	-10.047
152.547	-10.056
152.651	-10.078
152.849	-10.088
152.855	-10.384
153.174	-10.398
153.362	-10.398
153.552	-10.355
153.752	-10.345
153.847	-10.325
154.010	-10.341
154.125	-10.331
154.169	-10.323
154.219	-10.279
154.218	-9.913
154.379	-9.872
154.596	-9.811
154.719	-9.763
154.849	-9.723
154.856	-9.839
154.951	-9.835
155.070	-9.795
155.172	-9.730
155.172	-9.621
155.291	-9.556
155.347	-9.532
155.436	-9.493
155.473	-9.568
155.577	-9.531
155.599	-9.581
155.708	-9.548
155.797	-9.526
155.813	-9.572
155.908	-9.555
155.979	-9.548
155.989	-9.558
156.086	-9.538
156.066	-9.405
156.124	-9.381
156.101	-9.268
156.258	-9.225
156.350	-9.206
156.428	-9.179
156.390	-8.809
156.361	-8.598
156.331	-8.385
156.296	-8.174
